depart,destination,durée
SQUIFFIEC,TRÉVÉREC,868.6
LANVALLAY,SAINT-DOMINEUC,868.5
GOULVEN,LANARVILY,868.3
QUEMPER-GUÉZENNEC,PLÉHÉDEL,868.3
TRÉGUIDEL,BRINGOLO,868.3
COAT-MÉAL,LANNILIS,868.3
BAGUER-PICAN,SAINS,868.1
CHANTEPIE,BOURGBARRÉ,868
LA RICHARDAIS,SAINT-MÉLOIR-DES-ONDES,867.9
HÉMONSTOIR,SAINT-CONNEC,867.9
JUGON-LES-LACS - COMMUNE NOUVELLE,SAINT-MÉLOIR-DES-BOIS,867.8
LA CHAPELLE-DE-BRAIN,SAINTE-MARIE,867.8
DOL-DE-BRETAGNE,LE VIVIER-SUR-MER,867.8
PLANCOËT,BOURSEUL,867.8
KERNILIS,PLOUVIEN,867.8
LONGAULNAY,MÉDRÉAC,867.8
COMBOURG,TINTÉNIAC,867.8
MINIAC-SOUS-BÉCHEREL,MÉDRÉAC,867.7
QUEMPER-GUÉZENNEC,LANNEBERT,867.7
MELLAC,QUERRIEN,867.7
PLÉLAN-LE-PETIT,TADEN,867.6
PLUMELIN,MOUSTOIR-AC,867.5
ORGÈRES,NOYAL-CHÂTILLON-SUR-SEICHE,867.5
LES CHAMPS-GÉRAUX,DINAN,867.4
KERPERT,MAGOAR,867.3
MONTREUIL-LE-GAST,SAINT-GONDRAN,867.3
DOURDAIN,LANDAVRAN,867.2
LANNEUFFRET,LA ROCHE-MAURICE,867.2
MAEN ROCH,SAINT-MARC-LE-BLANC,867.2
VAL D'ANAST,COMBLESSAC,867.2
TRÉOGAT,PLOZÉVET,867.2
PLÉHÉDEL,QUEMPER-GUÉZENNEC,867.1
VANNES,LOCMARIA-GRAND-CHAMP,867.1
COHINIAC,PLERNEUF,867
KERGLOFF,PLOUYÉ,866.9
LA CHAPELLE DU LOU DU LAC,BÉCHEREL,866.9
SAINT-JACQUES-DE-LA-LANDE,CHANTEPIE,866.9
SAINT-CONNEC,HÉMONSTOIR,866.8
SAINT-CAST-LE-GUILDO,RUCA,866.8
DOUARNENEZ,PLONÉVEZ-PORZAY,866.8
PLÉLAN-LE-PETIT,CORSEUL,866.7
COADOUT,GURUNHUEL,866.6
SAINT-POL-DE-LÉON,MESPAUL,866.6
PONT-PÉAN,CHAVAGNE,866.6
CHAVAGNE,TALENSAC,866.5
SAINT-MADEN,TRÉVRON,866.5
SAINT-NICODÈME,LOCARN,866.5
PLEUMELEUC,LA CHAPELLE-THOUARAULT,866.5
SAINT-ABRAHAM,SAINT-MARCEL,866.5
SAINT-ERBLON,BRUZ,866.5
LE HAUT-CORLAY,SAINT-GILLES-PLIGEAUX,866.5
SAINT-ANDRÉ-DES-EAUX,PLOUASNE,866.5
TELGRUC-SUR-MER,CROZON,866.4
DOUARNENEZ,GUILER-SUR-GOYEN,866.4
SAINT-CONGARD,RUFFIAC,866.4
LANNILIS,COAT-MÉAL,866.3
IRODOUËR,PLEUMELEUC,866.3
SAINT-GERMAIN-EN-COGLÈS,LES PORTES DU COGLAIS,866.3
ORGÈRES,CORPS-NUDS,866.3
EPINIAC,LOURMAIS,866.2
MELRAND,SAINT-BARTHÉLEMY,866.2
REDON,RIEUX,866.2
SENVEN-LÉHART,LE LESLAY,866
TALENSAC,TREFFENDEL,865.9
PAIMPONT,SAINT-LÉRY,865.9
AUCALEUC,TRÉVRON,865.8
FLEURIGNÉ,FOUGÈRES,865.8
PLOURIN,PLOUGUIN,865.8
PABU,COADOUT,865.8
LA CHAPELLE-THOUARAULT,PLEUMELEUC,865.8
LA BAUSSAINE,LANDUJAN,865.6
LANDUJAN,LA BAUSSAINE,865.6
SAINT-MARTIN-DES-PRÉS,SAINT-BIHY,865.5
DINAN,LA LANDEC,865.5
TRÉVRON,AUCALEUC,865.5
PLÉMY,PLUC-L'HERMITAGE,865.4
LE FAOU,SAINT-SÉGAL,865.4
LIZIO,CRUGUEL,865.4
PONT-DE-BUIS-LÈS-QUIMERCH,LOPÉREC,865.4
SAINT-THÉLO,PLUC-L'HERMITAGE,865.4
MAËL-PESTIVIEN,KERIEN,865.3
TRÉGROM,BELLE-ISLE-EN-TERRE,865.3
LANDÉVENNEC,TELGRUC-SUR-MER,865.2
CAUDAN,CALAN,865.2
DINAN,PLESLIN-TRIGAVOU,865.2
GOSNÉ,SAINT-AUBIN-DU-CORMIER,865.2
PONT-PÉAN,POLIGNÉ,865.2
GUITTÉ,SAINT-JOUAN-DE-L'ISLE,865.1
SAINT-SYMPHORIEN,LONGAULNAY,865.1
PARIGNÉ,LE FERRÉ,865.1
PLUMIEUX,MOHON,865.1
SAINT-PHILIBERT,PLUNERET,865
LANDAVRAN,BALAZÉ,864.9
PARIGNÉ,LOUVIGNÉ-DU-DÉSERT,864.8
BILLÉ,FOUGÈRES,864.8
LE THEIL-DE-BRETAGNE,BOISTRUDAN,864.8
JUGON-LES-LACS - COMMUNE NOUVELLE,VILDÉ-GUINGALAN,864.7
PLONÉIS,DOUARNENEZ,864.7
BOISTRUDAN,LE THEIL-DE-BRETAGNE,864.7
SAINT-AGATHON,MOUSTÉRU,864.6
PLOUVIEN,KERNILIS,864.6
PONTIVY,CLÉGUÉREC,864.6
QUEMPERVEN,KERMARIA-SULARD,864.6
CLÉGUÉREC,PONTIVY,864.5
MÉDRÉAC,LA CHAPELLE DU LOU DU LAC,864.5
RIANTEC,LANESTER,864.4
DOMAGNÉ,SERVON-SUR-VILAINE,864.4
ERBRÉE,ÉTRELLES,864.4
BRENNILIS,COMMANA,864.4
QUESTEMBERT,PLUHERLIN,864.4
LA FORÊT-FOUESNANT,PLEUVEN,864.4
LE TRÉVOUX,PONT-AVEN,864.4
LOUVIGNÉ-DE-BAIS,ÉTRELLES,864.3
SAINT-GONDRAN,SAINT-DOMINEUC,864.3
SAINT-DENOUAL,PLÉBOULLE,864.1
PLOUASNE,SAINT-ANDRÉ-DES-EAUX,864.1
SAINT-SULIAC,PLERGUER,864.1
LONGAULNAY,SAINT-SYMPHORIEN,864
DINAN,SAINT-HÉLEN,864
SAINT-BIHY,SAINT-MARTIN-DES-PRÉS,863.9
VAL D'ANAST,LOHÉAC,863.9
LES PORTES DU COGLAIS,SAINT-GERMAIN-EN-COGLÈS,863.8
CORNILLÉ,VITRÉ,863.8
TRÉVÉRIEN,SAINT-ANDRÉ-DES-EAUX,863.8
PLESLIN-TRIGAVOU,DINAN,863.8
LA MARTYRE,DIRINON,863.8
CORNILLÉ,SERVON-SUR-VILAINE,863.7
GURUNHUEL,GRÂCES,863.7
BERNÉ,SAINT-CARADEC-TRÉGOMEL,863.6
SAINT-DOMINEUC,MESNIL-ROC'H,863.5
MONTAUTOUR,SAINT-CHRISTOPHE-DES-BOIS,863.5
MONTREUIL-DES-LANDES,JAVENÉ,863.5
SAINT-CHRISTOPHE-DES-BOIS,MONTAUTOUR,863.5
SAINT-SULIAC,MINIAC-MORVAN,863.4
ANDOUILLÉ-NEUVILLE,CHEVAIGNÉ,863.3
PLESTAN,BROONS,863.3
CRUGUEL,LIZIO,863.2
PLEUVEN,LA FORÊT-FOUESNANT,863.2
MESPAUL,SAINT-POL-DE-LÉON,863.1
LA CHÈZE,BRÉHAN,863.1
AUCALEUC,BRUSVILY,863
CHERRUEIX,ROZ-LANDRIEUX,863
PLOUMAGOAR,LE MERZER,863
SAINT-MICHEL-DE-PLÉLAN,VILDÉ-GUINGALAN,863
SAINT-HILAIRE-DES-LANDES,VIEUX-VY-SUR-COUESNON,863
SAINT-POL-DE-LÉON,TRÉZILIDÉ,863
PLUMAUDAN,YVIGNAC-LA-TOUR,862.8
BEAUSSAIS-SUR-MER,SAINT-BRIAC-SUR-MER,862.8
SQUIFFIEC,GUINGAMP,862.8
SAINT-ANDRÉ-DES-EAUX,SAINT-MADEN,862.7
PIRÉ-CHANCÉ,VISSEICHE,862.6
COMBLESSAC,VAL D'ANAST,862.6
SAINT-MÉLOIR-DES-ONDES,LA RICHARDAIS,862.6
LANVÉNÉGEN,LE FAOUËT,862.6
CONCARNEAU,PONT-AVEN,862.6
VAL-COUESNON,MAEN ROCH,862.5
YVIGNAC-LA-TOUR,LA LANDEC,862.5
DOUARNENEZ,PLONÉIS,862.5
KERIEN,MAËL-PESTIVIEN,862.5
CHÂTILLON-EN-VENDELAIS,TAILLIS,862.4
LA TRINITÉ-SUR-MER,AURAY,862.4
BRÉHAN,LA CHÈZE,862.4
LANGAN,MINIAC-SOUS-BÉCHEREL,862.4
PLÉBOULLE,SAINT-DENOUAL,862.3
BRÉCÉ,DOMLOUP,862.3
BOURG-DES-COMPTES,PLÉCHÂTEL,862.2
BEIGNON,GUER,862.1
CAVAN,PÉDERNEC,862
SAINT-SAMSON-SUR-RANCE,LE HINGLÉ,861.8
BRIE,VERN-SUR-SEICHE,861.8
LE VIVIER-SUR-MER,DOL-DE-BRETAGNE,861.8
SAINT-ADRIEN,GRÂCES,861.8
TRÉMEHEUC,BONNEMAIN,861.7
NOYAL-SOUS-BAZOUGES,BAZOUGES-LA-PÉROUSE,861.7
BADEN,PLUNERET,861.7
HÉDÉ-BAZOUGES,SAINT-DOMINEUC,861.6
LA NOË-BLANCHE,BAIN-DE-BRETAGNE,861.5
LA GUERCHE-DE-BRETAGNE,SAINT-GERMAIN-DU-PINEL,861.5
BRUSVILY,AUCALEUC,861.5
BRÉAL-SOUS-MONTFORT,BRUZ,861.5
MOUAZÉ,ANDOUILLÉ-NEUVILLE,861.5
LA LANDEC,YVIGNAC-LA-TOUR,861.4
PLOUÉDERN,BODILIS,861.4
COMMANA,BRENNILIS,861.4
LA SELLE-EN-LUITRÉ,ROMAGNÉ,861.4
LUITRÉ-DOMPIERRE,FOUGÈRES,861.3
BRÉCÉ,CHANTEPIE,861.3
COLPO,SAINT-ALLOUESTRE,861.3
LANVOLLON,TRÉVENEUC,861.3
CRACH,SAINTE-ANNE-D'AURAY,861.3
PLEUDIHEN-SUR-RANCE,ROZ-LANDRIEUX,861.3
PLOZÉVET,TRÉOGAT,861.3
MERDRIGNAC,ÉRÉAC,861.2
LIEURON,GUIGNEN,861.2
LE FOLGOËT,LANHOUARNEAU,861.2
AURAY,LA TRINITÉ-SUR-MER,861.1
RUFFIAC,SAINT-CONGARD,861.1
SAINT-CARADEC-TRÉGOMEL,BERNÉ,861.1
DOURDAIN,CHÂTEAUBOURG,861.1
FLEURIGNÉ,LAIGNELET,861.1
PLOUÉNAN,TAULÉ,861.1
MAEN ROCH,VAL-COUESNON,861
KERNOUËS,TRÉGARANTEC,861
TRANS-LA-FORÊT,BAGUER-PICAN,860.9
BAIS,BOISTRUDAN,860.9
BOISTRUDAN,BAIS,860.9
TRÉVÉREC,SQUIFFIEC,860.9
GUINGAMP,SQUIFFIEC,860.9
MÉDRÉAC,MINIAC-SOUS-BÉCHEREL,860.9
LE LESLAY,SENVEN-LÉHART,860.9
TAILLIS,CHÂTILLON-EN-VENDELAIS,860.8
PLUDUNO,CORSEUL,860.8
SAINT-BARNABÉ,SAINT-MAUDAN,860.7
PLANCOËT,LANDÉBIA,860.7
LOHÉAC,VAL D'ANAST,860.6
BRÉLÈS,PORSPODER,860.6
SAINT-DIDIER,POCÉ-LES-BOIS,860.5
VISSEICHE,PIRÉ-CHANCÉ,860.4
BOQUEHO,LANRODEC,860.4
SAINT-RIVOAL,COMMANA,860.4
SAINT-LÉGER-DES-PRÉS,MARCILLÉ-RAOUL,860.4
LOC-BRÉVALAIRE,TRÉGARANTEC,860.3
PLOURHAN,GOUDELIN,860.3
PLUNERET,BADEN,860.3
SAINT-PÉVER,BOURBRIAC,860.3
TRÉZILIDÉ,SAINT-POL-DE-LÉON,860.1
LANESTER,BRANDÉRION,860.1
BOBITAL,LA LANDEC,860
LAMBALLE-ARMOR,PLESTAN,860
SAINT-MARTIN-DES-CHAMPS,LANMEUR,859.9
BOURBRIAC,SAINT-PÉVER,859.9
TORCÉ,MONDEVERT,859.9
GOUDELIN,PLOURHAN,859.8
PLOUYÉ,KERGLOFF,859.8
CAUREL,SAINT-MAYEUX,859.7
TALENSAC,CHAVAGNE,859.7
CLÉGUER,PONT-SCORFF,859.7
MÉRILLAC,MERDRIGNAC,859.6
TRESBUF,TEILLAY,859.6
AVAILLES-SUR-SEICHE,MOUSSÉ,859.5
LE LESLAY,SAINT-BIHY,859.5
BAINS-SUR-OUST,RENAC,859.4
TRÉGARANTEC,LOC-BRÉVALAIRE,859.4
PARTHENAY-DE-BRETAGNE,L'HERMITAGE,859.3
LA PRÉNESSAYE,LA CHÈZE,859.2
ANDOUILLÉ-NEUVILLE,MOUAZÉ,859.2
PLOUGRAS,LOHUEC,859.1
LE FAOUËT,LANVÉNÉGEN,859.1
LE FAOUËT,LANVÉNÉGEN,859.1
DINAN,LES CHAMPS-GÉRAUX,859.1
LA CHÈZE,LA PRÉNESSAYE,859.1
LA CHAPELLE DU LOU DU LAC,MÉDRÉAC,859
LA CHAPELLE-CHAUSSÉE,IRODOUËR,859
VEZIN-LE-COQUET,SAINT-GILLES,859
LE VIEUX-BOURG,LE HAUT-CORLAY,858.9
CHÂTELAUDREN-PLOUAGAT,BOQUEHO,858.9
VIEUX-VY-SUR-COUESNON,SAINT-HILAIRE-DES-LANDES,858.8
CLÉDEN-CAP-SIZUN,AUDIERNE,858.8
LÉZARDRIEUX,KERFOT,858.8
GRAND-FOUGERAY,SAINTE-ANNE-SUR-VILAINE,858.8
PLERNEUF,COHINIAC,858.7
SAINT-AGATHON,TRÉGONNEAU,858.6
BAIN-DE-BRETAGNE,LA NOË-BLANCHE,858.6
CHÂTEAUBOURG,DOURDAIN,858.5
VILDÉ-GUINGALAN,SAINT-MICHEL-DE-PLÉLAN,858.5
CAMPÉNÉAC,SAINT-MALO-DE-BEIGNON,858.5
PERSQUEN,LIGNOL,858.4
DINARD,SAINT-JOUAN-DES-GUÉRETS,858.4
CHÂTEAULIN,LOTHEY,858.4
TAULÉ,PLOUÉNAN,858.3
SAINT-MALO-DE-BEIGNON,CAMPÉNÉAC,858.3
PONTRIEUX,LANLEFF,858.3
LE VIVIER-SUR-MER,SAINT-BENOÎT-DES-ONDES,858.3
PORSPODER,BRÉLÈS,858.2
THEIX-NOYALO,BERRIC,858.1
DOMALAIN,ÉTRELLES,858.1
LA MÉZIÈRE,ROMILLÉ,858
PLOUDANIEL,LANARVILY,858
QUÉVERT,BRUSVILY,858
PLOUGUERNEAU,LANDÉDA,858
PONT-PÉAN,CHANTEPIE,858
MELGVEN,LA FORÊT-FOUESNANT,857.9
MARCILLÉ-RAOUL,SENS-DE-BRETAGNE,857.9
COËTMIEUX,PLESTAN,857.9
LA ROCHE-MAURICE,LANDIVISIAU,857.8
LOUARGAT,TRÉGLAMUS,857.8
POMMERIT-LE-VICOMTE,SAINT-JEAN-KERDANIEL,857.8
BOURGBARRÉ,NOYAL-CHÂTILLON-SUR-SEICHE,857.8
PLOÉVEN,SAINT-NIC,857.7
CLAYES,VEZIN-LE-COQUET,857.7
KERLOUAN,LE FOLGOËT,857.7
SAINT-GONLAY,BOISGERVILLY,857.7
LE MENÉ,TRÉDANIEL,857.6
THORIGNÉ-FOUILLARD,SAINT-SULPICE-LA-FORÊT,857.6
SAINT-MADEN,SAINT-ANDRÉ-DES-EAUX,857.5
BOTSORHEL,PLOUÉGAT-MOYSAN,857.5
GUENROC,LE HINGLÉ,857.5
AUDIERNE,CLÉDEN-CAP-SIZUN,857.5
LA BOUILLIE,FRÉHEL,857.4
SAINT-GERMAIN-DU-PINEL,LA GUERCHE-DE-BRETAGNE,857.4
LE MINIHIC-SUR-RANCE,TADEN,857.3
POMMERET,LANGUEUX,857.2
SULNIAC,LA VRAIE-CROIX,857.2
PONT-AVEN,LE TRÉVOUX,857.2
LOCOAL-MENDON,BRANDÉRION,857.2
PENVÉNAN,MINIHY-TRÉGUIER,857.2
PLOUGUIEL,PENVÉNAN,857.1
LAIGNELET,FLEURIGNÉ,857.1
LOTHEY,CHÂTEAULIN,857.1
PLOUÉGAT-GUÉRAND,SAINT-JEAN-DU-DOIGT,857
SAINT-ALLOUESTRE,COLPO,857
LOURMAIS,EPINIAC,857
TRÉMÉREUC,LANGUENAN,856.9
CAOUËNNEC-LANVÉZÉAC,PLOULEC'H,856.7
LA VRAIE-CROIX,SULNIAC,856.5
MERDRIGNAC,MÉRILLAC,856.5
SAINT-JEAN-KERDANIEL,POMMERIT-LE-VICOMTE,856.5
TRAMAIN,NOYAL,856.5
LA LANDEC,BOBITAL,856.4
SAINT-SAMSON-SUR-RANCE,TRÉMÉREUC,856.4
LANGON,SAINTE-ANNE-SUR-VILAINE,856.4
SAINT-JEAN-DU-DOIGT,PLOUÉGAT-GUÉRAND,856.4
PLÉGUIEN,PLÉLO,856.4
BONO,PLOEREN,856.3
COHINIAC,SAINT-BRANDAN,856.2
YVIGNAC-LA-TOUR,PLUMAUDAN,856.2
ANDEL,PLESTAN,856.2
MERNEL,LIEURON,856.1
BOISGERVILLY,SAINT-GONLAY,856.1
POCÉ-LES-BOIS,SAINT-DIDIER,856.1
FRÉHEL,LA BOUILLIE,856.1
NOYAL,LANDÉHEN,856.1
CHÂTEAULIN,PLEYBEN,856.1
FOUGÈRES,SAINT-GERMAIN-EN-COGLÈS,856.1
PLOUASNE,IRODOUËR,856
SAINT-MARTIN-DES-CHAMPS,LANDIVISIAU,856
SAINT-MÉEN-LE-GRAND,ILLIFAUT,855.9
KERLAZ,PLOÉVEN,855.9
LA FORÊT-FOUESNANT,MELGVEN,855.9
MOUSSÉ,AVAILLES-SUR-SEICHE,855.8
EPINIAC,BROUALAN,855.7
PLOUIDER,SAINT-DERRIEN,855.6
VITRÉ,CORNILLÉ,855.5
LE QUIOU,GUENROC,855.4
PONT-PÉAN,LAILLÉ,855.4
ERCÉ-EN-LAMÉE,BAIN-DE-BRETAGNE,855.3
BALAZÉ,MONTREUIL-DES-LANDES,855.2
MELESSE,SAINT-SULPICE-LA-FORÊT,855.2
SAINT-BARTHÉLEMY,MELRAND,855.2
PORSPODER,PLOURIN,855.2
SAINT-BRANDAN,COHINIAC,855.1
SAINT-AUBIN-DU-CORMIER,GOSNÉ,855.1
TRÉGUIDEL,TRÉVÉREC,855
POLIGNÉ,PLÉCHÂTEL,855
BOURG-DES-COMPTES,SAINT-SENOUX,854.9
ARGENTRÉ-DU-PLESSIS,VITRÉ,854.8
PLÉCHÂTEL,BOURG-DES-COMPTES,854.8
SIBIRIL,PLOUESCAT,854.8
PLESTAN,COËTMIEUX,854.8
SAINT-BRIEUC-DES-IFFS,MINIAC-SOUS-BÉCHEREL,854.7
ILLIFAUT,SAINT-MÉEN-LE-GRAND,854.7
PLOÉVEN,KERLAZ,854.6
BON REPOS SUR BLAVET,SAINTE-TRÉPHINE,854.6
KERMARIA-SULARD,TRÉGUIER,854.5
TEILLAY,TRESBUF,854.5
LANVOLLON,PLÉLO,854.5
LANRELAS,BROONS,854.5
LOTHEY,BRIEC,854.5
PLÉCHÂTEL,POLIGNÉ,854.4
VILDÉ-GUINGALAN,JUGON-LES-LACS - COMMUNE NOUVELLE,854.4
GARLAN,PLOUEZOC'H,854.4
SAINT-MAUGAN,SAINT-MÉEN-LE-GRAND,854.3
SAINT-DONAN,LE FIL,854.3
VITRÉ,ARGENTRÉ-DU-PLESSIS,854.3
SAINT-JOUAN-DE-L'ISLE,GUITTÉ,854.1
LANRODEC,BOQUEHO,854
SAINT-LAURENT-SUR-OUST,SAINT-GRAVÉ,853.9
BODILIS,SAINT-VOUGAY,853.9
MINIAC-SOUS-BÉCHEREL,LANGAN,853.8
BROUALAN,EPINIAC,853.8
SAINT-BRIEUC,TRÉGUEUX,853.8
PLUHERLIN,QUESTEMBERT,853.8
LA VRAIE-CROIX,TREFFLÉAN,853.7
YFFINIAC,PLÉRIN,853.7
PLÉDÉLIAC,PLÉVEN,853.7
LE FIL,SAINT-DONAN,853.7
GOULVEN,TRÉGARANTEC,853.6
LANVOLLON,SAINT-AGATHON,853.6
COADOUT,SAINT-AGATHON,853.5
FOUGÈRES,FLEURIGNÉ,853.5
MONTREUIL-DES-LANDES,BALAZÉ,853.4
MINIAC-SOUS-BÉCHEREL,SAINT-BRIEUC-DES-IFFS,853.2
LE CROUAIS,LA CHAPELLE-BLANCHE,853.2
TROGUÉRY,BERHET,852.9
LA NOË-BLANCHE,GUIPRY-MESSAC,852.8
LANARVILY,KERNOUËS,852.8
SAINT-GERMAIN-EN-COGLÈS,FOUGÈRES,852.8
PLEURTUIT,LANCIEUX,852.8
SAINTE-ANNE-SUR-VILAINE,LANGON,852.7
SAINT-GONDRAN,LA MÉZIÈRE,852.7
IRODOUËR,PLOUASNE,852.7
PLÉVEN,PLÉDÉLIAC,852.7
SAINT-GERMAIN-EN-COGLÈS,ROMAGNÉ,852.7
LANCIEUX,PLEURTUIT,852.6
PLÉGUIEN,TRÉGOMEUR,852.6
LANLEFF,PLOURIVO,852.4
LANDÉVANT,LOCOAL-MENDON,852.4
BREST,SAINT-RENAN,852.4
SULNIAC,BERRIC,852.3
SAINT-GRAVÉ,SAINT-LAURENT-SUR-OUST,852.3
TRÉGARANTEC,KERNOUËS,852.3
LOURMAIS,LA CHAPELLE-AUX-FILTZMÉENS,852.3
SAINT-NIC,PLOÉVEN,852.2
PLOUFRAGAN,PLAINTEL,852.2
GÂVRES,MERLEVENEZ,852.2
SAINT-MÉLOIR-DES-BOIS,SAINT-MAUDEZ,852.2
GOVEN,CHARTRES-DE-BRETAGNE,852.1
GUÉGON,BULÉON,852.1
LIGNOL,PERSQUEN,852
BALAZÉ,LANDAVRAN,852
LANCIEUX,BOURSEUL,852
KERFOURN,LOCMINÉ,852
SAINT-GILDAS,MAGOAR,852
LARRÉ,LIZIO,852
QUÉMÉNÉVEN,TRÉGARVAN,852
RÉDENÉ,MELLAC,852
RÉGUINY,LA CHÈZE,852
SAINT-GERMAIN-EN-COGLÈS,SAINT-AUBIN-DU-CORMIER,852
LOYAT,BLÉRUAIS,852
LA MARTYRE,LANNEUFFRET,852
LA CHÈZE,PLUC-L'HERMITAGE,852
LANDUDEC,GUILVINEC,852
ROMILLÉ,LA MÉZIÈRE,851.9
PLOURIN,PORSPODER,851.9
LANDÉBIA,HÉNANSAL,851.8
PLUDUAL,PLOUÉZEC,851.8
PLUDUNO,CRÉHEN,851.8
COMMANA,SAINT-RIVOAL,851.8
PORDIC,LA MÉAUGON,851.8
MANTALLOT,COATRÉVEN,851.6
PLÉRIN,BINIC-ÉTABLES-SUR-MER,851.4
PLOUEZOC'H,GARLAN,851.3
LANDUNVEZ,LANRIVOARÉ,851.3
TRÉGUIDEL,PLÉHÉDEL,851.3
LE FOLGOËT,KERLOUAN,851.3
PLEUBIAN,PLEUDANIEL,851.2
PLOUÉZEC,PLUDUAL,851.2
RUCA,SAINT-CAST-LE-GUILDO,851.2
SAINT-DERRIEN,PLOUIDER,851.1
MONTREUIL-LE-GAST,CHEVAIGNÉ,851.1
LE HAUT-CORLAY,LE VIEUX-BOURG,851.1
TRÉMÉREUC,BEAUSSAIS-SUR-MER,851.1
TRÉGUIER,KERMARIA-SULARD,851
DINAN,BRUSVILY,851
KERGLOFF,PLOUNÉVÉZEL,850.8
LANVOLLON,TRÉGOMEUR,850.7
TRÉZÉNY,SAINT-QUAY-PERROS,850.7
BEAUSSAIS-SUR-MER,TRÉMÉREUC,850.7
GOUESNACH,COMBRIT,850.6
TRÉGUIDEL,GOMMENEC'H,850.4
LANGUEUX,POMMERET,850.4
SAINT-SULPICE-LA-FORÊT,MELESSE,850.4
SAINT-MAUDEZ,QUÉVERT,850.4
TORCÉ,POCÉ-LES-BOIS,850.4
SAINT-PERN,TRIMER,850.3
TRÉBEURDEN,LANNION,850.3
PLESLIN-TRIGAVOU,QUÉVERT,850.2
PONT-SCORFF,CLÉGUER,850.2
CHANTEPIE,PONT-PÉAN,850.1
RIEUX,REDON,850
BRUZ,SAINT-ERBLON,850
GRÂCES,GURUNHUEL,850
SAINT-BENOÎT-DES-ONDES,LE VIVIER-SUR-MER,850
GOSNÉ,RIVES-DU-COUESNON,850
SAINT-RIEUL,TRAMAIN,850
CRÉHEN,PLUDUNO,849.8
LE CROUAIS,SAINT-JOUAN-DE-L'ISLE,849.8
PLUSSULIEN,CANIHUEL,849.8
GUILER-SUR-GOYEN,PLOGASTEL-SAINT-GERMAIN,849.8
POCÉ-LES-BOIS,TORCÉ,849.8
NOYAL-SUR-VILAINE,AMANLIS,849.6
LANARVILY,KERLOUAN,849.5
INZINZAC-LOCHRIST,QUISTINIC,849.5
LA CHAPELLE-DE-BRAIN,LANGON,849.4
DOMLOUP,BRÉCÉ,849.4
IRODOUËR,LA CHAPELLE-CHAUSSÉE,849.4
COMBLESSAC,LOUTEHEL,849.3
LA CHAPELLE-BLANCHE,LE CROUAIS,849.3
LOUTEHEL,COMBLESSAC,849.2
LANVALLAY,TADEN,849.1
ROSPORDEN,CONCARNEAU,849
LA VICOMTÉ-SUR-RANCE,PLESLIN-TRIGAVOU,848.9
ÉTEL,PLOEMEL,848.9
PLEURTUIT,PLOUËR-SUR-RANCE,848.8
BAIN-DE-BRETAGNE,GRAND-FOUGERAY,848.7
QUESTEMBERT,LA VRAIE-CROIX,848.7
QUIMPERLÉ,GUIDEL,848.7
KERLOUAN,LANARVILY,848.6
FOUESNANT,LA FORÊT-FOUESNANT,848.6
LA CHAPELLE-AUX-FILTZMÉENS,LOURMAIS,848.6
TRÉMAOUÉZAN,LANNEUFFRET,848.6
PLOUGONVER,BULAT-PESTIVIEN,848.5
LOUARGAT,TRÉGROM,848.5
BERRIC,THEIX-NOYALO,848.5
DOL-DE-BRETAGNE,HIREL,848.4
SAINT-SYMPHORIEN,MINIAC-SOUS-BÉCHEREL,848.4
QUISTINIC,INZINZAC-LOCHRIST,848.4
SAINT-BRIEUC-DE-MAURON,GUILLIERS,848.4
BOQUEHO,LE LESLAY,848.3
LANDÉBIA,MATIGNON,848.3
LASSY,GUICHEN,848.3
PLANCOËT,QUÉVERT,848.2
BODILIS,LA ROCHE-MAURICE,848.2
SAINTE-TRÉPHINE,PLOUNÉVEZ-QUINTIN,848.2
PLOUDANIEL,SAINT-DIVY,848.1
GUISSÉNY,PLOUNÉOUR-BRIGNOGAN-PLAGES,848.1
GUENROC,LE QUIOU,848
LALLEU,ERCÉ-EN-LAMÉE,848
SAINT-MÉDARD-SUR-ILLE,MELESSE,847.9
LA CHAPELLE-NEUVE,CALANHEL,847.9
BRÉAL-SOUS-MONTFORT,SAINT-THURIAL,847.9
SAINT-AVÉ,LOCMARIA-GRAND-CHAMP,847.9
MOUSTOIR-AC,COLPO,847.9
LA CHAPELLE-NEUVE,CALANHEL,847.9
JOSSELIN,FORGES DE LANOUÉE,847.7
LA MÉAUGON,PORDIC,847.6
TREFFLÉAN,LA VRAIE-CROIX,847.5
SAINT-MARC-LE-BLANC,SAINT-SAUVEUR-DES-LANDES,847.5
LE FOLGOËT,PLOUNÉOUR-BRIGNOGAN-PLAGES,847.5
BRUC-SUR-AFF,SAINT-JUST,847.3
PLOUËC-DU-TRIEUX,PLEUDANIEL,847.3
COATRÉVEN,MANTALLOT,847.3
SAINT-IGEAUX,SAINTE-TRÉPHINE,847.2
GÉVEZÉ,SAINT-SYMPHORIEN,847.1
PLOZÉVET,PONT-CROIX,847.1
PLUDUAL,PLOURHAN,847
PLEINE-FOUGÈRES,ROZ-SUR-COUESNON,847
PLÉLAN-LE-PETIT,TRAMAIN,847
TRÉDANIEL,LE MENÉ,846.9
KERVIGNAC,LANGUIDIC,846.9
LE LESLAY,PLAINE-HAUTE,846.9
LENNON,GOUÉZEC,846.8
RENAC,BAINS-SUR-OUST,846.8
MINIHY-TRÉGUIER,PENVÉNAN,846.8
MONT-DOL,PLERGUER,846.8
